Date,AC,ACEN,ACENB,AEV,AGI,ALCPF,ALI,AP,AREIT,BDO,BPI,CBC,CLIA2,CNPF,CPGPB,CREIT,DDMPR,DMC,EMI,FGEN,FILRT,GLO,GTCAP,ICT,JFC,JGS,MBT,MEG,MER,MONDE,MPI,MREIT,NIKL,PGOLD,PRF4E,PX,RCR,RLC,RRHI,SCC,SECB,SM,SMC,SMC2M,SMC2O,SMPH,TEL,UBP,URC,VLL2B,VREIT,WLCON
4/29/2024, ₱609.50 , ₱4.02 ," ₱1,067.00 ", ₱41.30 , ₱10.02 ,, ₱29.50 , ₱36.95 , ₱34.50 , ₱148.43 , ₱129.00 , ₱38.58 ," ₱1,042.00 ", ₱37.50 , ₱99.00 , ₱2.79 , ₱1.17 , ₱10.40 , ₱19.06 , ₱19.20 , ₱2.85 ," ₱1,768.00 ", ₱608.55 , ₱336.20 , ₱240.00 , ₱34.55 , ₱68.10 , ₱1.82 , ₱367.00 , ₱10.58 ,0, ₱13.06 , ₱3.98 , ₱23.75 ," ₱1,070.00 ", ₱3.02 , ₱5.09 , ₱15.34 , ₱36.20 , ₱29.73 , ₱71.40 , ₱966.77 , ₱104.50 ,, ₱79.65 , ₱28.80 ," ₱1,380.00 ", ₱39.35 , ₱104.90 , ₱102.00 , ₱1.75 , ₱15.46 
4/30/2024, ₱615.00 , ₱4.15 ," ₱1,065.00 ", ₱42.00 , ₱10.08 , ₱500.00 , ₱28.75 , ₱37.05 , ₱34.70 , ₱146.85 , ₱127.50 , ₱38.68 ," ₱1,049.00 ", ₱38.00 , ₱100.20 , ₱2.79 , ₱1.19 , ₱10.38 , ₱19.04 , ₱19.20 , ₱2.90 ," ₱1,774.00 ", ₱636.94 , ₱331.00 , ₱235.40 , ₱33.75 , ₱68.10 , ₱1.83 , ₱369.00 , ₱10.68 ,0, ₱13.08 , ₱3.95 , ₱23.70 ," ₱1,070.00 ", ₱3.04 , ₱5.10 , ₱15.60 , ₱35.95 , ₱29.87 , ₱71.35 , ₱947.82 , ₱105.00 ,, ₱79.40 , ₱27.95 ," ₱1,340.00 ", ₱38.50 , ₱103.20 , ₱102.70 , ₱1.75 , ₱16.13 
5/2/2024, ₱601.00 , ₱4.01 ," ₱1,068.00 ", ₱40.40 , ₱9.83 , ₱500.00 , ₱27.70 , ₱36.90 , ₱34.90 , ₱144.77 , ₱127.50 , ₱37.59 ," ₱1,049.00 ", ₱37.20 , ₱98.55 , ₱2.79 , ₱1.17 , ₱10.23 , ₱18.98 , ₱19.20 , ₱2.87 ," ₱1,737.00 ", ₱634.45 , ₱348.00 , ₱226.00 , ₱32.10 , ₱69.95 , ₱1.78 , ₱365.00 , ₱10.60 ,0, ₱13.08 , ₱3.89 , ₱23.00 ," ₱1,070.00 ", ₱3.06 , ₱5.13 , ₱15.32 , ₱35.90 , ₱29.46 , ₱70.10 , ₱933.85 , ₱103.40 ,, ₱79.25 , ₱27.95 ," ₱1,334.00 ", ₱39.80 , ₱101.60 , ₱102.80 , ₱1.75 , ₱16.23 
5/3/2024, ₱596.00 , ₱4.11 ," ₱1,065.00 ", ₱40.45 , ₱9.76 , ₱500.00 , ₱26.85 , ₱37.15 , ₱34.25 , ₱146.95 , ₱126.10 , ₱37.39 ," ₱1,040.00 ", ₱37.10 , ₱100.30 , ₱2.79 , ₱1.18 , ₱10.28 , ₱18.88 , ₱19.60 , ₱2.85 ," ₱1,760.00 ", ₱631.96 , ₱342.00 , ₱219.00 , ₱31.95 , ₱69.65 , ₱1.77 , ₱365.00 , ₱10.96 ,0, ₱12.96 , ₱3.93 , ₱22.80 ," ₱1,070.00 ", ₱2.96 , ₱5.06 , ₱15.20 , ₱35.90 , ₱29.69 , ₱70.00 , ₱939.83 , ₱103.00 ,, ₱78.20 , ₱27.40 ," ₱1,340.00 ", ₱38.70 , ₱101.00 , ₱102.90 , ₱1.74 , ₱16.13 
5/6/2024, ₱596.00 , ₱4.10 ," ₱1,062.00 ", ₱40.40 , ₱9.86 , ₱503.00 , ₱26.80 , ₱37.30 , ₱33.95 , ₱146.95 , ₱127.00 , ₱37.78 ," ₱1,040.00 ", ₱36.50 , ₱99.00 , ₱2.84 , ₱1.18 , ₱10.28 , ₱18.82 , ₱19.40 , ₱2.86 ," ₱1,770.00 ", ₱636.44 , ₱347.00 , ₱219.00 , ₱32.65 , ₱69.56 , ₱1.74 , ₱374.00 , ₱11.16 ,0, ₱13.02 , ₱3.94 , ₱23.45 ," ₱1,070.00 ", ₱2.99 , ₱5.07 , ₱15.76 , ₱36.95 , ₱29.10 , ₱70.00 , ₱942.33 , ₱103.00 ,, ₱78.25 , ₱27.35 ," ₱1,346.00 ", ₱38.80 , ₱106.80 , ₱102.50 , ₱1.71 , ₱16.33 
5/7/2024, ₱585.00 , ₱4.16 ," ₱1,072.00 ", ₱39.60 , ₱9.90 , ₱495.00 , ₱26.50 , ₱37.05 , ₱33.80 , ₱146.95 , ₱125.00 , ₱38.13 ," ₱1,040.00 ", ₱37.35 , ₱99.00 , ₱2.84 , ₱1.18 , ₱10.45 , ₱18.66 , ₱19.34 , ₱2.85 ," ₱1,769.00 ", ₱643.41 , ₱350.20 , ₱223.00 , ₱31.60 , ₱68.10 , ₱1.76 , ₱374.80 , ₱11.16 ,0, ₱13.00 , ₱4.12 , ₱23.95 ,, ₱3.00 , ₱5.09 , ₱15.60 , ₱36.60 , ₱28.56 , ₱70.00 , ₱945.32 , ₱103.00 ,, ₱78.25 , ₱26.00 ," ₱1,350.00 ", ₱39.35 , ₱110.00 , ₱102.90 , ₱1.74 , ₱16.42 
5/8/2024, ₱584.50 , ₱4.18 ," ₱1,072.00 ", ₱40.00 , ₱9.70 , ₱495.00 , ₱27.80 , ₱35.30 , ₱33.60 , ₱144.87 , ₱124.40 , ₱38.13 ," ₱1,035.00 ", ₱36.55 , ₱99.00 , ₱2.82 , ₱1.18 , ₱10.19 , ₱18.42 , ₱18.80 , ₱2.88 ," ₱1,768.00 ", ₱645.40 , ₱359.00 , ₱221.80 , ₱32.80 , ₱68.68 , ₱1.74 , ₱374.80 , ₱11.18 ,0, ₱12.96 , ₱4.16 , ₱24.20 ," ₱1,050.00 ", ₱2.95 , ₱5.10 , ₱15.76 , ₱36.75 , ₱29.10 , ₱70.90 , ₱918.88 , ₱104.00 ,, ₱78.25 , ₱27.85 ," ₱1,368.00 ", ₱37.80 , ₱110.50 , ₱101.60 , ₱1.74 , ₱16.91 
5/9/2024, ₱582.50 , ₱4.54 ," ₱1,070.00 ", ₱39.25 , ₱9.90 , ₱495.00 , ₱27.85 , ₱35.80 , ₱33.60 , ₱140.51 , ₱123.00 , ₱38.08 ," ₱1,040.00 ", ₱36.20 , ₱99.00 , ₱2.82 , ₱1.17 , ₱10.21 , ₱18.38 , ₱18.64 , ₱2.86 ," ₱1,772.00 ", ₱625.48 , ₱354.00 , ₱219.80 , ₱31.20 , ₱66.64 , ₱1.73 , ₱372.80 , ₱11.70 ,0, ₱13.00 , ₱4.13 , ₱24.50 ," ₱1,050.00 ", ₱2.90 , ₱5.12 , ₱15.76 , ₱37.50 , ₱29.01 , ₱69.90 , ₱874.98 , ₱104.00 ,, ₱78.25 , ₱26.95 ," ₱1,355.00 ", ₱36.55 , ₱108.70 , ₱102.90 , ₱1.74 , ₱17.39 
5/10/2024, ₱587.00 , ₱4.51 ," ₱1,079.00 ", ₱39.75 , ₱9.60 , ₱495.00 , ₱27.20 , ₱35.80 , ₱33.70 , ₱137.53 , ₱122.20 , ₱38.38 ," ₱1,040.00 ", ₱35.50 ,, ₱2.82 , ₱1.17 , ₱10.04 , ₱18.40 , ₱18.68 , ₱2.99 ," ₱1,790.00 ", ₱617.51 , ₱345.60 , ₱222.00 , ₱31.70 , ₱66.83 , ₱1.76 , ₱374.00 , ₱11.30 ,0, ₱12.94 , ₱4.10 , ₱24.20 ," ₱1,069.00 ", ₱2.90 , ₱5.16 , ₱15.82 , ₱38.00 , ₱28.60 , ₱69.85 , ₱877.98 , ₱104.70 ,, ₱79.50 , ₱26.75 ," ₱1,405.00 ", ₱36.80 , ₱110.00 , ₱103.00 , ₱1.74 , ₱17.83 
5/13/2024, ₱583.00 , ₱4.57 ," ₱1,079.00 ", ₱38.80 , ₱9.60 , ₱495.00 , ₱27.75 , ₱35.55 , ₱33.90 , ₱140.51 , ₱126.00 , ₱38.43 ," ₱1,040.00 ", ₱34.70 ,, ₱2.83 , ₱1.17 , ₱10.12 , ₱18.38 , ₱18.42 , ₱2.93 ," ₱1,830.00 ", ₱638.43 , ₱361.00 , ₱218.80 , ₱31.80 , ₱69.95 , ₱1.78 , ₱372.00 , ₱11.70 ,0, ₱12.96 , ₱3.95 , ₱24.20 ," ₱1,069.00 ", ₱2.95 , ₱5.17 , ₱16.10 , ₱38.00 , ₱28.65 , ₱70.00 , ₱882.96 , ₱103.40 ,, ₱79.50 , ₱26.80 ," ₱1,460.00 ", ₱34.60 , ₱110.30 , ₱101.60 , ₱1.74 , ₱17.76 
5/14/2024, ₱593.50 , ₱4.57 ," ₱1,080.00 ", ₱38.35 , ₱9.58 , ₱482.00 , ₱28.00 , ₱35.50 , ₱33.90 , ₱138.82 , ₱126.90 , ₱37.93 ," ₱1,039.00 ", ₱33.50 , ₱100.00 , ₱2.85 , ₱1.16 , ₱10.12 , ₱18.32 , ₱18.36 , ₱2.90 ," ₱1,860.00 ", ₱637.43 , ₱353.40 , ₱219.20 , ₱32.80 , ₱69.99 , ₱1.79 , ₱372.80 , ₱11.76 ,0, ₱12.80 , ₱3.97 , ₱24.55 ," ₱1,069.00 ", ₱2.98 , ₱5.14 , ₱16.24 , ₱38.10 , ₱28.60 , ₱70.50 , ₱884.96 , ₱103.50 ,, ₱79.10 , ₱27.20 ," ₱1,464.00 ", ₱34.65 , ₱109.20 , ₱101.60 , ₱1.74 , ₱17.68 
5/15/2024, ₱585.00 , ₱5.00 ," ₱1,080.00 ", ₱37.00 , ₱9.70 , ₱482.00 , ₱28.20 , ₱35.50 , ₱33.95 , ₱136.74 , ₱124.60 , ₱38.03 ," ₱1,040.00 ", ₱33.50 , ₱100.40 , ₱2.83 , ₱1.16 , ₱10.10 , ₱18.26 , ₱18.34 , ₱2.84 ," ₱1,913.00 ", ₱646.40 , ₱349.00 , ₱222.00 , ₱32.50 , ₱69.85 , ₱1.76 , ₱372.00 , ₱11.70 ,0, ₱12.64 , ₱3.88 , ₱24.05 ,, ₱3.08 , ₱5.10 , ₱16.24 , ₱38.35 , ₱28.92 , ₱70.50 , ₱864.01 , ₱103.90 ,, ₱78.60 , ₱27.10 ," ₱1,460.00 ", ₱34.00 , ₱109.20 , ₱102.90 , ₱1.74 , ₱17.53 
5/16/2024, ₱612.00 , ₱5.10 ," ₱1,075.00 ", ₱37.15 , ₱9.57 ,, ₱29.35 , ₱35.45 , ₱34.05 , ₱134.76 , ₱125.60 , ₱37.64 ," ₱1,040.00 ", ₱33.75 , ₱99.10 , ₱2.83 , ₱1.17 , ₱10.06 , ₱18.28 , ₱18.36 , ₱2.90 ," ₱1,940.00 ", ₱632.45 , ₱345.80 , ₱224.00 , ₱33.30 , ₱69.56 , ₱1.80 , ₱372.00 , ₱11.22 ,0, ₱12.80 , ₱3.93 , ₱24.65 ," ₱1,069.00 ", ₱3.08 , ₱5.07 , ₱16.36 , ₱38.85 , ₱29.24 , ₱71.00 , ₱877.98 , ₱103.70 ,, ₱79.60 , ₱28.45 ," ₱1,469.00 ", ₱34.30 , ₱110.00 , ₱102.90 , ₱1.74 , ₱17.58 
5/17/2024, ₱620.00 , ₱4.90 ," ₱1,079.00 ", ₱37.35 , ₱9.58 , ₱490.00 , ₱29.40 , ₱35.45 , ₱34.20 , ₱137.44 , ₱123.00 , ₱37.59 ," ₱1,040.00 ", ₱33.80 , ₱99.10 , ₱2.84 , ₱1.17 , ₱10.00 , ₱18.34 , ₱18.28 , ₱2.91 ," ₱2,000.00 ", ₱627.47 , ₱334.00 , ₱226.00 , ₱33.90 , ₱68.10 , ₱1.81 , ₱373.20 , ₱11.50 ,0, ₱12.98 , ₱3.99 , ₱24.80 ," ₱1,069.00 ", ₱2.99 , ₱5.07 , ₱16.42 , ₱38.60 , ₱29.19 , ₱71.65 , ₱872.99 , ₱102.20 ,, ₱79.60 , ₱29.20 ," ₱1,456.00 ", ₱33.65 , ₱109.00 , ₱101.00 , ₱1.75 , ₱17.58 
5/20/2024, ₱621.50 , ₱4.90 ," ₱1,079.00 ", ₱37.35 , ₱9.57 , ₱490.00 , ₱29.70 , ₱35.30 , ₱34.15 , ₱138.72 , ₱126.60 , ₱38.33 ," ₱1,049.00 ", ₱35.00 ,, ₱2.83 , ₱1.17 , ₱10.02 , ₱18.20 , ₱18.20 , ₱2.93 ," ₱2,020.00 ", ₱645.40 , ₱339.40 , ₱230.00 , ₱34.15 , ₱68.58 , ₱1.90 , ₱377.00 , ₱11.26 ,0, ₱12.98 , ₱4.38 , ₱24.90 ," ₱1,069.00 ", ₱3.06 , ₱5.08 , ₱16.48 , ₱38.60 , ₱29.19 , ₱72.50 , ₱872.99 , ₱101.90 ,, ₱79.65 , ₱29.20 ," ₱1,463.00 ", ₱33.70 , ₱110.60 , ₱102.70 , ₱1.74 , ₱19.01 
5/21/2024, ₱614.00 , ₱5.00 ,, ₱37.90 , ₱9.30 , ₱490.00 , ₱29.00 , ₱34.95 , ₱33.00 , ₱136.74 , ₱125.20 , ₱38.63 ," ₱1,040.00 ", ₱35.00 ,, ₱2.84 , ₱1.17 , ₱10.10 , ₱18.18 , ₱17.90 , ₱2.93 ," ₱2,000.00 ", ₱627.47 , ₱347.00 , ₱230.00 , ₱33.45 , ₱67.85 , ₱1.89 , ₱377.00 , ₱11.10 ,0, ₱13.00 , ₱4.38 , ₱24.80 ,, ₱3.00 , ₱5.07 , ₱16.36 , ₱38.60 , ₱29.05 , ₱71.05 , ₱860.02 , ₱102.80 ,, ₱79.65 , ₱29.00 ," ₱1,436.00 ", ₱35.80 , ₱107.00 , ₱102.70 , ₱1.75 , ₱18.90 
5/22/2024, ₱619.50 , ₱5.01 ," ₱1,052.00 ", ₱37.80 , ₱9.25 , ₱490.00 , ₱28.85 , ₱34.90 , ₱33.55 , ₱134.76 , ₱124.90 , ₱38.68 ," ₱1,040.00 ", ₱36.00 , ₱100.40 , ₱2.83 , ₱1.17 , ₱10.02 , ₱18.10 , ₱18.18 , ₱2.94 ," ₱1,989.00 ", ₱625.48 , ₱354.00 , ₱229.40 , ₱33.05 , ₱65.71 , ₱1.86 , ₱374.80 , ₱11.00 ,0, ₱13.00 , ₱4.24 , ₱24.70 ,, ₱3.07 , ₱5.07 , ₱16.46 , ₱38.25 , ₱29.92 , ₱69.95 , ₱865.01 , ₱101.80 ,, ₱79.50 , ₱28.20 ," ₱1,420.00 ", ₱35.20 , ₱104.40 , ₱102.70 , ₱1.75 , ₱19.07 
5/23/2024, ₱625.00 , ₱5.00 ," ₱1,052.00 ", ₱37.80 , ₱9.10 , ₱490.00 , ₱29.40 , ₱33.90 , ₱33.30 , ₱135.26 , ₱124.00 , ₱39.57 ," ₱1,040.00 ", ₱36.00 , ₱100.00 , ₱2.84 , ₱1.17 , ₱10.38 , ₱18.20 , ₱18.38 , ₱2.92 ," ₱2,006.00 ", ₱623.49 , ₱351.20 , ₱229.00 , ₱31.80 , ₱66.59 , ₱1.86 , ₱374.80 , ₱11.36 ,0, ₱12.84 , ₱4.24 , ₱24.70 ,, ₱3.07 , ₱5.06 , ₱16.32 , ₱38.20 , ₱30.64 , ₱70.00 , ₱892.94 , ₱102.50 ,, ₱79.60 , ₱28.70 ," ₱1,400.00 ", ₱35.40 , ₱107.00 , ₱102.60 , ₱1.74 , ₱19.30 
5/24/2024, ₱617.00 , ₱5.01 ," ₱1,052.00 ", ₱37.70 , ₱9.08 ,, ₱28.85 , ₱34.20 , ₱34.00 , ₱134.46 , ₱123.00 , ₱39.07 ," ₱1,040.00 ", ₱36.05 , ₱100.70 , ₱2.84 , ₱1.17 , ₱10.30 , ₱18.64 , ₱18.26 , ₱2.93 ," ₱2,006.00 ", ₱619.51 , ₱353.00 , ₱230.00 , ₱32.00 , ₱67.12 , ₱1.85 , ₱369.00 , ₱11.00 ,0, ₱12.82 , ₱4.22 , ₱24.60 ,, ₱3.01 , ₱5.03 , ₱16.28 , ₱36.80 , ₱29.96 , ₱68.50 , ₱893.94 , ₱102.30 ,, ₱79.80 , ₱27.50 ," ₱1,420.00 ", ₱35.70 , ₱107.90 , ₱102.00 , ₱1.74 , ₱18.80 
5/27/2024, ₱620.00 , ₱4.99 ," ₱1,052.00 ", ₱37.70 , ₱8.95 , ₱503.00 , ₱28.45 , ₱34.75 , ₱33.90 , ₱133.77 , ₱121.10 , ₱39.57 ,, ₱36.00 , ₱100.70 , ₱2.85 , ₱1.15 , ₱10.34 , ₱18.74 , ₱17.98 , ₱2.89 ," ₱2,000.00 ", ₱621.50 , ₱350.00 , ₱229.80 , ₱32.10 , ₱66.15 , ₱1.90 , ₱371.60 , ₱11.24 ,0, ₱12.76 , ₱3.96 , ₱24.60 ," ₱1,050.00 ", ₱3.02 , ₱5.01 , ₱16.24 , ₱36.20 , ₱30.10 , ₱68.65 , ₱877.98 , ₱102.90 ,, ₱79.25 , ₱27.20 ," ₱1,408.00 ", ₱35.50 , ₱108.00 , ₱102.50 , ₱1.75 , ₱18.36 
5/28/2024, ₱614.00 , ₱4.90 ," ₱1,075.00 ", ₱36.00 , ₱9.05 , ₱503.00 , ₱27.10 , ₱34.20 , ₱33.40 , ₱133.97 , ₱123.00 , ₱39.86 ,, ₱36.00 , ₱100.70 , ₱2.85 , ₱1.16 , ₱10.57 , ₱18.80 , ₱18.20 , ₱2.87 ," ₱1,972.00 ", ₱609.55 , ₱338.60 , ₱220.20 , ₱31.15 , ₱67.42 , ₱1.89 , ₱366.00 , ₱11.00 ,0, ₱12.68 , ₱4.05 , ₱24.00 ," ₱1,068.00 ", ₱3.06 , ₱5.00 , ₱16.00 , ₱35.95 , ₱29.82 , ₱68.90 , ₱869.50 , ₱100.30 ,, ₱79.10 , ₱27.05 ," ₱1,410.00 ", ₱35.55 , ₱107.00 , ₱102.50 , ₱1.75 , ₱18.74 
5/29/2024, ₱615.00 , ₱4.79 ," ₱1,075.00 ", ₱36.15 , ₱8.91 , ₱483.00 , ₱26.80 , ₱34.25 , ₱33.55 , ₱129.01 , ₱120.80 , ₱40.55 ," ₱1,040.00 ", ₱35.85 , ₱101.00 , ₱2.84 , ₱1.16 , ₱10.40 , ₱18.68 , ₱18.10 , ₱2.84 ," ₱1,954.00 ", ₱602.57 , ₱329.60 , ₱221.00 , ₱30.15 , ₱65.18 , ₱1.85 , ₱369.20 , ₱10.90 ,0, ₱12.64 , ₱4.03 , ₱23.75 ," ₱1,068.00 ", ₱3.06 , ₱4.99 , ₱16.00 , ₱35.75 , ₱29.82 , ₱69.00 , ₱868.00 , ₱100.00 ,, ₱79.10 , ₱26.55 ," ₱1,400.00 ", ₱35.30 , ₱105.30 ,, ₱1.75 , ₱18.36 
5/30/2024, ₱598.00 , ₱4.75 ,, ₱37.00 , ₱8.80 , ₱483.00 , ₱26.50 , ₱33.95 , ₱33.40 , ₱129.31 , ₱120.20 , ₱39.96 ," ₱1,050.00 ", ₱35.85 , ₱101.00 , ₱2.83 , ₱1.15 , ₱10.38 , ₱18.70 , ₱17.92 , ₱2.84 ," ₱1,910.00 ", ₱607.55 , ₱329.60 , ₱216.00 , ₱29.20 , ₱63.28 , ₱1.82 , ₱352.20 , ₱10.92 ,0, ₱12.58 , ₱4.03 , ₱23.95 ," ₱1,068.00 ", ₱3.00 , ₱4.98 , ₱15.22 , ₱35.15 , ₱29.92 , ₱68.90 , ₱882.96 , ₱103.40 ,, ₱79.10 , ₱26.05 ," ₱1,380.00 ", ₱34.00 , ₱105.00 , ₱102.40 , ₱1.74 , ₱18.36 
5/31/2024, ₱595.00 , ₱4.80 ,, ₱35.05 , ₱9.27 , ₱485.00 , ₱26.25 , ₱34.10 , ₱33.20 , ₱128.81 , ₱120.20 , ₱39.86 ," ₱1,080.00 ", ₱37.50 , ₱101.00 , ₱2.82 , ₱1.16 , ₱11.15 , ₱18.74 , ₱17.92 , ₱2.83 ," ₱1,970.00 ", ₱599.59 , ₱341.60 , ₱216.40 , ₱31.00 , ₱60.36 , ₱1.80 , ₱367.20 , ₱11.20 ,0, ₱12.56 , ₱3.98 , ₱25.20 ," ₱1,068.00 ", ₱3.01 , ₱4.98 , ₱16.26 , ₱39.05 , ₱30.73 , ₱73.70 , ₱868.00 , ₱102.80 ,, ₱80.00 , ₱26.95 ," ₱1,480.00 ", ₱33.65 , ₱107.00 , ₱102.40 , ₱1.75 , ₱19.32 
6/3/2024, ₱594.50 , ₱4.78 ,, ₱36.90 , ₱8.90 , ₱485.00 , ₱27.50 , ₱34.00 , ₱33.60 , ₱136.74 , ₱121.00 , ₱39.71 ," ₱1,060.00 ", ₱36.10 , ₱101.00 , ₱2.84 , ₱1.15 , ₱10.70 , ₱18.78 , ₱18.10 , ₱2.85 ," ₱1,941.00 ", ₱617.51 , ₱338.00 , ₱224.00 , ₱30.20 , ₱64.11 , ₱1.81 , ₱362.60 , ₱11.22 ,0, ₱12.58 , ₱4.06 , ₱24.85 ,, ₱3.01 , ₱4.97 , ₱15.80 , ₱37.00 , ₱30.10 , ₱70.50 , ₱851.04 , ₱102.90 ,, ₱79.20 , ₱27.35 ," ₱1,410.00 ", ₱33.70 , ₱106.00 , ₱102.30 , ₱1.74 , ₱19.32 
6/4/2024, ₱589.00 , ₱4.72 ," ₱1,060.00 ", ₱38.00 , ₱8.71 ,, ₱27.65 , ₱33.90 , ₱33.90 , ₱135.65 , ₱120.00 , ₱39.57 ," ₱1,050.00 ", ₱35.60 , ₱101.50 , ₱2.83 , ₱1.15 , ₱10.58 , ₱18.74 , ₱17.96 , ₱2.87 ," ₱1,949.00 ", ₱594.11 , ₱333.60 , ₱223.60 , ₱29.25 , ₱65.62 , ₱1.81 , ₱357.00 , ₱10.86 ,0, ₱12.60 , ₱4.04 , ₱24.95 ,, ₱3.01 , ₱4.98 , ₱15.56 , ₱36.25 , ₱29.87 , ₱69.45 , ₱816.12 , ₱100.60 ,, ₱80.00 , ₱26.50 ," ₱1,416.00 ", ₱33.60 , ₱106.70 , ₱102.40 , ₱1.73 , ₱18.94 
6/5/2024, ₱590.00 , ₱4.59 ," ₱1,079.00 ", ₱37.70 , ₱8.61 ,, ₱27.85 , ₱33.80 , ₱33.90 , ₱136.74 , ₱120.00 , ₱39.57 ," ₱1,050.00 ", ₱36.00 , ₱101.50 , ₱2.85 , ₱1.15 , ₱10.58 , ₱18.90 , ₱18.20 , ₱2.93 ," ₱1,977.00 ", ₱593.11 , ₱335.00 , ₱223.00 , ₱29.45 , ₱65.81 , ₱1.78 , ₱358.00 , ₱10.78 ,0, ₱12.68 , ₱3.98 , ₱24.70 ,, ₱3.01 , ₱4.98 , ₱15.60 , ₱36.15 , ₱29.78 , ₱69.60 , ₱848.05 , ₱101.40 ,, ₱80.00 , ₱26.90 ," ₱1,426.00 ", ₱35.10 , ₱108.00 , ₱102.40 , ₱1.74 , ₱18.90 
6/6/2024, ₱598.00 , ₱4.73 ," ₱1,079.00 ", ₱37.90 , ₱8.73 ,, ₱28.00 , ₱35.00 , ₱33.75 , ₱136.74 , ₱120.00 , ₱40.06 ," ₱1,060.00 ", ₱35.35 ,, ₱2.83 , ₱1.16 , ₱10.75 , ₱18.90 , ₱18.20 , ₱2.92 ," ₱1,995.00 ", ₱589.63 , ₱353.80 , ₱228.80 , ₱30.55 , ₱66.73 , ₱1.82 , ₱359.20 , ₱10.80 ,0, ₱12.80 , ₱3.93 , ₱25.15 ," ₱1,068.00 ", ₱3.05 , ₱5.17 , ₱15.68 , ₱36.20 , ₱29.64 , ₱70.00 , ₱849.04 , ₱100.70 ,, ₱80.00 , ₱27.10 ," ₱1,434.00 ", ₱41.05 , ₱109.50 , ₱102.90 , ₱1.74 , ₱18.72 
6/7/2024, ₱596.50 , ₱4.83 ," ₱1,065.00 ", ₱38.50 , ₱8.70 , ₱450.00 , ₱27.80 , ₱34.95 , ₱33.70 , ₱138.62 , ₱119.80 , ₱39.81 ," ₱1,050.00 ", ₱35.45 ,, ₱2.82 , ₱1.16 , ₱10.58 , ₱18.86 , ₱18.40 , ₱2.90 ," ₱2,004.00 ", ₱597.59 , ₱354.40 , ₱230.00 , ₱30.00 , ₱67.61 , ₱1.84 , ₱363.00 , ₱10.72 ,0, ₱12.58 , ₱3.92 , ₱24.90 ," ₱1,069.00 ", ₱3.05 , ₱5.18 , ₱15.74 , ₱36.75 , ₱29.01 , ₱70.00 , ₱838.07 , ₱100.20 ,, ₱80.00 , ₱27.55 ," ₱1,460.00 ", ₱38.65 , ₱107.50 , ₱102.90 , ₱1.74 , ₱18.65 
6/10/2024, ₱588.50 , ₱4.75 ," ₱1,065.00 ", ₱38.50 , ₱8.50 , ₱450.00 , ₱27.15 , ₱34.80 , ₱33.90 , ₱134.76 , ₱119.00 , ₱39.86 ," ₱1,050.00 ", ₱34.80 , ₱100.00 , ₱2.84 , ₱1.16 , ₱10.43 , ₱18.84 , ₱18.46 , ₱2.95 ," ₱1,994.00 ", ₱584.65 , ₱350.00 , ₱228.60 , ₱29.85 , ₱66.15 , ₱1.84 , ₱360.00 , ₱10.70 ,0, ₱12.70 , ₱3.92 , ₱24.75 ," ₱1,069.00 ", ₱2.95 , ₱5.19 , ₱15.50 , ₱36.15 , ₱29.01 , ₱69.80 , ₱845.05 , ₱100.20 ,, ₱80.00 , ₱27.35 ," ₱1,445.00 ", ₱37.30 , ₱109.00 , ₱102.00 , ₱1.74 , ₱17.74 
6/11/2024, ₱582.50 , ₱4.79 ," ₱1,065.00 ", ₱38.50 , ₱8.84 , ₱480.00 , ₱27.30 , ₱34.50 , ₱34.00 , ₱134.76 , ₱118.10 , ₱39.81 ," ₱1,050.00 ", ₱34.70 , ₱100.00 , ₱2.83 , ₱1.17 , ₱10.38 , ₱18.76 , ₱18.58 , ₱2.94 ," ₱1,985.00 ", ₱578.67 , ₱341.20 , ₱230.00 , ₱29.10 , ₱66.01 , ₱1.79 , ₱365.00 , ₱10.62 ,0, ₱12.58 , ₱3.88 , ₱24.80 ," ₱1,068.00 ", ₱2.92 , ₱5.21 , ₱15.48 , ₱35.95 , ₱28.78 , ₱69.90 , ₱846.05 , ₱100.10 ,, ₱80.50 , ₱26.70 ," ₱1,410.00 ", ₱38.00 , ₱105.80 , ₱101.70 , ₱1.74 , ₱17.70 
6/13/2024, ₱575.00 , ₱4.79 ," ₱1,065.00 ", ₱38.80 , ₱8.90 , ₱480.00 , ₱27.85 , ₱34.70 , ₱34.50 , ₱134.76 , ₱116.10 , ₱39.61 ," ₱1,050.00 ", ₱35.00 , ₱102.00 , ₱2.81 , ₱1.17 , ₱10.49 , ₱18.72 , ₱18.52 , ₱2.95 ," ₱1,990.00 ", ₱584.65 , ₱340.00 , ₱222.20 , ₱28.25 , ₱67.27 , ₱1.80 , ₱376.00 , ₱10.40 ,0, ₱12.58 , ₱3.83 , ₱24.80 ," ₱1,068.00 ", ₱2.92 , ₱5.24 , ₱15.52 , ₱36.00 , ₱28.69 , ₱68.35 , ₱834.08 , ₱99.90 ,, ₱80.45 , ₱26.90 ," ₱1,440.00 ", ₱36.90 , ₱104.00 , ₱101.70 , ₱1.74 , ₱16.89 
