Date,AC,ACEN,ACENB,AEV,AGI,ALCPF,ALI,AP,AREIT,BDO,BPI,CBC,CLIA2,CNPF,CPGPB,CREIT,DDMPR,DMC,EMI,FGEN,FILRT,GLO,GTCAP,ICT,JFC,JGS,MBT,MEG,MER,MONDE,MPI,MREIT,NIKL,PGOLD,PRF4E,PX,RCR,RLC,RRHI,SCC,SECB,SM,SMC,SMC2M,SMC2O,SMPH,TEL,UBP,URC,VLL2B,VREIT,WLCON
10/18/2024, ₱719.00 , ₱5.18 ," ₱1,090.00 ", ₱36.85 , ₱9.57 ,0, ₱36.20 , ₱37.90 , ₱39.00 , ₱162.50 , ₱143.10 , ₱59.35 ," ₱1,045.00 ", ₱41.35 , ₱98.00 , ₱3.06 , ₱1.06 , ₱11.13 , ₱18.72 , ₱17.96 , ₱3.10 ," ₱2,420.00 ", ₱695.20 , ₱409.00 , ₱276.80 , ₱26.10 , ₱78.12 , ₱2.31 , ₱499.40 , ₱10.56 ,0, ₱13.90 , ₱3.43 , ₱33.00 ,, ₱3.30 , ₱5.98 , ₱16.32 , ₱40.00 , ₱31.18 , ₱97.60 , ₱959.79 , ₱88.00 ,, ₱81.00 , ₱32.10 ," ₱1,500.00 ", ₱41.80 , ₱98.50 ,0, ₱1.79 , ₱16.42 
10/21/2024, ₱714.00 , ₱5.15 ," ₱1,090.00 ", ₱36.80 , ₱9.60 ,0, ₱36.00 , ₱38.00 , ₱39.40 , ₱163.50 , ₱142.50 , ₱59.35 ," ₱1,045.00 ", ₱42.00 , ₱100.00 , ₱3.06 , ₱1.07 , ₱11.00 , ₱18.70 , ₱18.12 , ₱3.08 ," ₱2,414.00 ", ₱697.19 , ₱408.40 , ₱276.00 , ₱26.45 , ₱78.31 , ₱2.35 , ₱497.60 , ₱10.66 ,0, ₱13.90 , ₱3.41 , ₱32.95 ," ₱1,020.00 ", ₱3.36 , ₱5.96 , ₱16.12 , ₱40.00 , ₱30.91 , ₱95.90 , ₱959.79 , ₱88.25 ,, ₱81.30 , ₱32.00 ," ₱1,482.00 ", ₱42.20 , ₱99.35 ,0, ₱1.77 , ₱16.42 
10/22/2024, ₱714.50 , ₱5.16 ," ₱1,090.00 ", ₱36.95 , ₱9.40 ,0, ₱35.80 , ₱38.05 , ₱39.20 , ₱162.50 , ₱143.00 , ₱58.95 ," ₱1,045.00 ", ₱42.20 , ₱100.00 , ₱3.07 , ₱1.07 , ₱11.05 , ₱18.72 , ₱18.00 , ₱3.07 ," ₱2,390.00 ", ₱707.15 , ₱417.40 , ₱278.60 , ₱26.10 , ₱76.85 , ₱2.34 , ₱493.00 , ₱11.08 ,0, ₱13.84 , ₱3.31 , ₱32.80 ,, ₱3.42 , ₱5.97 , ₱16.04 , ₱40.15 , ₱30.82 , ₱94.50 , ₱953.80 , ₱88.20 ,, ₱81.00 , ₱31.85 ," ₱1,495.00 ", ₱42.30 , ₱101.00 ,0, ₱1.78 , ₱16.04 
10/23/2024, ₱720.00 , ₱5.00 ," ₱1,080.00 ", ₱36.65 , ₱9.33 ,0, ₱35.35 , ₱38.00 , ₱39.10 , ₱161.81 , ₱143.80 , ₱58.90 ," ₱1,040.00 ", ₱41.10 , ₱100.00 , ₱3.06 , ₱1.05 , ₱10.96 , ₱18.76 , ₱17.80 , ₱3.09 ," ₱2,310.00 ", ₱707.15 , ₱407.00 , ₱275.20 , ₱25.65 , ₱75.88 , ₱2.31 , ₱495.00 , ₱11.50 ,0, ₱13.84 , ₱3.31 , ₱32.90 ,, ₱3.50 , ₱5.97 , ₱16.10 , ₱39.65 , ₱31.05 , ₱95.00 , ₱957.79 , ₱87.00 ,, ₱81.00 , ₱31.40 ," ₱1,480.00 ", ₱41.35 , ₱100.10 ,0, ₱1.79 , ₱16.17 
10/24/2024, ₱719.50 , ₱4.84 ," ₱1,080.00 ", ₱36.10 , ₱9.29 ,0, ₱35.00 , ₱37.40 , ₱38.95 , ₱161.32 , ₱139.00 , ₱57.86 ," ₱1,038.00 ", ₱40.50 , ₱100.00 , ₱3.04 , ₱1.04 , ₱10.58 , ₱18.74 , ₱17.72 , ₱3.08 ," ₱2,260.00 ", ₱706.16 , ₱409.00 , ₱267.00 , ₱25.20 , ₱74.91 , ₱2.32 , ₱494.00 , ₱11.20 ,0, ₱13.78 , ₱3.24 , ₱32.35 ,, ₱3.38 , ₱5.93 , ₱16.02 , ₱39.10 , ₱30.60 , ₱92.50 , ₱952.80 , ₱86.90 ,, ₱81.00 , ₱30.95 ," ₱1,445.00 ", ₱40.75 , ₱98.00 ,0, ₱1.78 , ₱16.04 
10/25/2024, ₱720.00 , ₱4.90 ," ₱1,080.00 ", ₱35.80 , ₱9.39 ,0, ₱34.80 , ₱37.80 , ₱38.80 , ₱158.24 , ₱146.00 , ₱57.17 ," ₱1,013.00 ", ₱40.90 , ₱100.00 , ₱3.06 , ₱1.05 , ₱10.81 , ₱18.72 , ₱17.70 , ₱3.09 ," ₱2,274.00 ", ₱711.63 , ₱412.80 , ₱266.40 , ₱25.25 , ₱74.91 , ₱2.35 , ₱486.00 , ₱11.00 ,0, ₱13.80 , ₱3.29 , ₱33.00 ,, ₱3.36 , ₱5.90 , ₱15.90 , ₱39.40 , ₱30.50 , ₱93.30 , ₱960.79 , ₱87.15 ,, ₱80.50 , ₱30.60 ," ₱1,465.00 ", ₱41.05 , ₱99.50 ,0, ₱1.78 , ₱15.67 
10/28/2024, ₱720.00 , ₱4.88 ," ₱1,080.00 ", ₱35.10 , ₱9.42 ,0, ₱34.60 , ₱37.80 , ₱38.80 , ₱158.54 , ₱147.40 , ₱57.81 ," ₱1,050.00 ", ₱41.80 , ₱100.00 , ₱3.06 , ₱1.06 , ₱10.81 , ₱18.70 , ₱18.10 , ₱3.09 ," ₱2,266.00 ", ₱725.08 , ₱413.80 , ₱269.00 , ₱25.50 , ₱76.56 , ₱2.35 , ₱492.60 , ₱10.90 ,0, ₱13.74 , ₱3.39 , ₱32.95 ,, ₱3.32 , ₱5.97 , ₱16.00 , ₱39.60 , ₱31.48 , ₱94.05 , ₱961.78 , ₱88.70 ,, ₱81.35 , ₱30.90 ," ₱1,462.00 ", ₱38.95 , ₱101.00 ,0, ₱1.78 , ₱15.84 
10/29/2024, ₱706.50 , ₱4.86 ," ₱1,080.00 ", ₱34.20 , ₱9.34 ,0, ₱33.50 , ₱37.35 , ₱38.50 , ₱155.57 , ₱147.20 , ₱57.37 ," ₱1,045.00 ", ₱41.95 , ₱99.00 , ₱3.05 , ₱1.06 , ₱10.95 , ₱18.68 , ₱18.08 , ₱3.09 ," ₱2,100.00 ", ₱719.10 , ₱413.00 , ₱265.00 , ₱24.55 , ₱73.45 , ₱2.32 , ₱490.00 , ₱10.92 ,0, ₱13.56 , ₱3.33 , ₱32.00 ," ₱1,020.00 ", ₱3.33 , ₱5.93 , ₱15.80 , ₱38.75 , ₱31.29 , ₱92.00 , ₱963.28 , ₱88.70 ,, ₱81.00 , ₱30.10 ," ₱1,450.00 ", ₱36.55 , ₱100.00 ,0, ₱1.76 , ₱15.15 
10/30/2024, ₱707.00 , ₱4.91 ," ₱1,080.00 ", ₱34.95 , ₱9.15 ,0, ₱33.60 , ₱37.80 , ₱39.40 , ₱158.54 , ₱145.50 , ₱57.37 ," ₱1,045.00 ", ₱42.00 , ₱100.00 , ₱3.05 , ₱1.05 , ₱10.97 , ₱18.68 , ₱17.98 , ₱3.08 ," ₱2,166.00 ", ₱698.19 , ₱415.00 , ₱270.00 , ₱24.50 , ₱77.29 , ₱2.30 , ₱500.00 , ₱11.00 ,0, ₱13.70 , ₱3.33 , ₱31.90 ," ₱1,020.00 ", ₱3.33 , ₱5.83 , ₱15.62 , ₱38.45 , ₱31.19 , ₱92.95 , ₱960.29 , ₱88.80 ,, ₱81.10 , ₱30.05 ," ₱1,462.00 ", ₱37.75 , ₱100.00 ,0, ₱1.76 , ₱14.98 
10/31/2024, ₱690.00 , ₱4.97 ," ₱1,090.00 ", ₱34.90 , ₱9.21 ,0, ₱32.70 , ₱37.50 , ₱39.00 , ₱151.41 , ₱143.20 , ₱57.81 ," ₱1,045.00 ", ₱42.00 , ₱100.00 , ₱3.05 , ₱1.06 , ₱10.95 , ₱18.64 , ₱18.02 , ₱3.10 ," ₱2,146.00 ", ₱717.11 , ₱396.00 , ₱265.20 , ₱24.30 , ₱73.93 , ₱2.31 , ₱490.00 , ₱10.90 ,0, ₱13.70 , ₱3.36 , ₱32.60 ,, ₱3.30 , ₱5.95 , ₱15.38 , ₱39.00 , ₱31.83 , ₱92.05 , ₱938.84 , ₱88.80 ,, ₱81.00 , ₱30.65 ," ₱1,430.00 ", ₱38.05 , ₱97.70 ,0, ₱1.77 , ₱15.55 
11/4/2024, ₱690.00 , ₱4.90 ," ₱1,090.00 ", ₱35.20 , ₱9.16 ,0, ₱33.00 , ₱37.50 , ₱39.30 , ₱150.12 , ₱141.70 , ₱56.83 ," ₱1,045.00 ", ₱41.90 , ₱99.00 , ₱3.06 , ₱1.06 , ₱10.97 , ₱18.56 , ₱18.04 , ₱3.08 ," ₱2,146.00 ", ₱717.11 , ₱405.00 , ₱264.20 , ₱24.35 , ₱73.45 , ₱2.21 , ₱487.00 , ₱10.92 ,0, ₱13.34 , ₱3.31 , ₱31.65 ,, ₱3.18 , ₱5.89 , ₱15.40 , ₱38.30 , ₱31.73 , ₱91.70 , ₱956.79 , ₱88.75 ,, ₱81.40 , ₱29.60 ," ₱1,400.00 ", ₱38.10 , ₱98.05 ,0, ₱1.78 , ₱15.44 
11/5/2024, ₱710.00 , ₱4.90 ," ₱1,090.00 ", ₱35.40 , ₱9.17 ,0, ₱34.50 , ₱37.50 , ₱40.45 , ₱154.58 , ₱143.50 , ₱56.38 ," ₱1,045.00 ", ₱41.20 , ₱101.00 , ₱3.06 , ₱1.06 , ₱10.95 , ₱18.48 , ₱18.08 , ₱3.08 ," ₱2,168.00 ", ₱713.13 , ₱409.00 , ₱275.00 , ₱24.00 , ₱74.91 , ₱2.17 , ₱499.00 , ₱10.88 ,0, ₱13.58 , ₱3.32 , ₱31.75 ," ₱1,020.00 ", ₱3.22 , ₱5.92 , ₱15.50 , ₱38.40 , ₱32.22 , ₱91.80 , ₱959.79 , ₱88.70 ,, ₱80.50 , ₱30.85 ," ₱1,420.00 ", ₱38.05 , ₱101.00 ,0, ₱1.78 , ₱15.50 
11/6/2024, ₱705.00 , ₱4.84 ," ₱1,090.00 ", ₱35.80 , ₱9.24 ,0, ₱33.00 , ₱37.70 , ₱39.75 , ₱148.63 , ₱143.80 , ₱58.31 ," ₱1,045.00 ", ₱42.00 , ₱101.00 , ₱3.06 , ₱1.05 , ₱10.97 , ₱18.40 , ₱18.04 , ₱3.08 ," ₱2,186.00 ", ₱710.14 , ₱395.20 , ₱271.20 , ₱24.00 , ₱75.68 , ₱2.13 , ₱498.00 , ₱10.88 ,0, ₱13.46 , ₱3.35 , ₱31.75 ,, ₱3.15 , ₱5.96 , ₱15.50 , ₱37.80 , ₱31.53 , ₱92.00 , ₱959.79 , ₱88.70 ,, ₱80.50 , ₱29.80 ," ₱1,413.00 ", ₱38.20 , ₱100.90 ,0, ₱1.78 , ₱15.46 
11/7/2024, ₱705.00 , ₱4.69 ," ₱1,085.00 ", ₱34.50 , ₱9.16 ,0, ₱31.40 , ₱37.50 , ₱39.70 , ₱146.65 , ₱140.00 , ₱57.37 ," ₱1,045.00 ", ₱41.75 , ₱101.00 , ₱3.00 , ₱1.05 , ₱10.75 , ₱18.34 , ₱17.74 , ₱3.07 ," ₱2,142.00 ", ₱685.24 , ₱400.00 , ₱265.00 , ₱23.20 , ₱73.93 , ₱2.07 , ₱485.00 , ₱10.56 ,0, ₱13.50 , ₱3.29 , ₱30.95 ,, ₱2.98 , ₱5.97 , ₱15.00 , ₱36.80 , ₱31.29 , ₱87.15 , ₱937.84 , ₱88.80 ,, ₱80.50 , ₱28.20 ," ₱1,403.00 ", ₱37.50 , ₱96.95 ,0, ₱1.75 , ₱15.26 
11/8/2024, ₱692.00 , ₱4.66 ," ₱1,090.00 ", ₱36.00 , ₱9.05 ,0, ₱31.00 , ₱37.50 , ₱39.65 , ₱145.66 , ₱138.00 , ₱56.88 ," ₱1,041.00 ", ₱42.00 , ₱102.00 , ₱3.00 , ₱1.05 , ₱10.95 , ₱18.20 , ₱18.00 , ₱3.10 ," ₱2,180.00 ", ₱674.29 , ₱392.60 , ₱260.00 , ₱24.00 , ₱74.42 , ₱2.10 , ₱492.00 , ₱10.58 ,0, ₱13.62 , ₱3.37 , ₱32.00 ," ₱1,020.00 ", ₱3.00 , ₱6.06 , ₱14.84 , ₱36.70 , ₱31.24 , ₱86.00 , ₱913.89 , ₱88.00 ,, ₱81.35 , ₱28.60 ," ₱1,400.00 ", ₱37.45 , ₱98.50 ,0, ₱1.78 , ₱15.36 
11/11/2024, ₱685.00 , ₱4.55 ," ₱1,080.00 ", ₱34.20 , ₱9.16 ,0, ₱31.60 , ₱37.55 , ₱39.35 , ₱147.64 , ₱138.00 , ₱56.48 ," ₱1,045.00 ", ₱41.40 , ₱101.00 , ₱3.00 , ₱1.05 , ₱10.46 , ₱18.14 , ₱17.94 , ₱3.07 ," ₱2,134.00 ", ₱686.24 , ₱390.00 , ₱260.00 , ₱23.70 , ₱73.88 , ₱2.11 , ₱489.00 , ₱10.30 ,0, ₱13.60 , ₱3.31 , ₱31.70 ," ₱1,020.00 ", ₱2.89 , ₱6.04 , ₱14.88 , ₱37.60 , ₱31.19 , ₱86.50 , ₱912.90 , ₱88.00 ,, ₱80.60 , ₱27.90 ," ₱1,399.00 ", ₱37.45 , ₱95.95 ,0, ₱1.77 , ₱15.07 
11/12/2024, ₱658.00 , ₱4.41 ," ₱1,090.00 ", ₱33.85 , ₱9.01 ,0, ₱30.55 , ₱37.55 , ₱39.50 , ₱145.76 , ₱135.10 , ₱55.98 ," ₱1,045.00 ", ₱40.80 , ₱100.00 , ₱2.95 , ₱1.05 , ₱10.57 , ₱18.18 , ₱17.70 , ₱3.10 ," ₱2,090.00 ", ₱667.31 , ₱380.20 , ₱259.40 , ₱23.20 , ₱73.20 , ₱2.15 , ₱485.20 , ₱9.75 ,0, ₱13.60 , ₱3.29 , ₱31.60 ," ₱1,010.00 ", ₱2.75 , ₱6.01 , ₱14.40 , ₱37.50 , ₱31.09 , ₱80.05 , ₱914.89 , ₱87.40 ,, ₱81.50 , ₱27.10 ," ₱1,340.00 ", ₱37.00 , ₱90.75 ,0, ₱1.78 , ₱14.84 
11/13/2024, ₱657.00 , ₱4.30 ," ₱1,090.00 ", ₱34.00 , ₱8.98 ,0, ₱30.25 , ₱37.50 , ₱38.90 , ₱140.71 , ₱135.00 , ₱55.14 ," ₱1,045.00 ", ₱41.00 , ₱99.30 , ₱3.05 , ₱1.04 , ₱10.44 , ₱18.10 , ₱17.00 , ₱3.07 ," ₱2,060.00 ", ₱647.39 , ₱378.00 , ₱255.00 , ₱22.45 , ₱71.21 , ₱2.13 , ₱475.00 , ₱9.70 ,0, ₱13.50 , ₱3.26 , ₱29.90 ," ₱1,026.00 ", ₱2.82 , ₱5.97 , ₱14.38 , ₱37.30 , ₱30.95 , ₱79.10 , ₱897.93 , ₱87.40 ,, ₱81.50 , ₱27.00 ," ₱1,335.00 ", ₱36.65 , ₱85.40 ,0, ₱1.78 , ₱14.59 
11/14/2024, ₱620.00 , ₱4.20 ," ₱1,090.00 ", ₱34.40 , ₱8.70 ,0, ₱28.80 , ₱36.90 , ₱38.30 , ₱136.84 , ₱135.00 , ₱52.97 ," ₱1,042.00 ", ₱40.70 , ₱99.30 , ₱2.96 , ₱1.02 , ₱10.36 , ₱18.18 , ₱16.58 , ₱3.10 ," ₱2,060.00 ", ₱626.98 , ₱380.00 , ₱258.00 , ₱21.85 , ₱68.97 , ₱2.08 , ₱450.00 , ₱9.18 ,0, ₱13.30 , ₱3.11 , ₱29.30 ," ₱1,020.00 ", ₱2.79 , ₱5.90 , ₱13.64 , ₱36.50 , ₱30.55 , ₱80.00 , ₱873.99 , ₱87.00 ,, ₱81.50 , ₱26.10 ," ₱1,300.00 ", ₱36.00 , ₱79.50 ,0, ₱1.76 , ₱13.74 
11/15/2024, ₱615.00 , ₱4.40 ," ₱1,080.00 ", ₱34.00 , ₱8.97 ,0, ₱29.05 , ₱37.15 , ₱38.65 , ₱140.61 , ₱140.00 , ₱55.39 ," ₱1,040.00 ", ₱41.80 ,, ₱3.02 , ₱1.03 , ₱10.46 , ₱18.16 , ₱16.96 , ₱3.10 ," ₱2,118.00 ", ₱612.53 , ₱383.00 , ₱260.00 , ₱22.20 , ₱70.82 , ₱2.11 , ₱485.00 , ₱9.87 ,0, ₱13.30 , ₱3.11 , ₱29.40 ," ₱1,020.00 ", ₱2.80 , ₱5.97 , ₱13.74 , ₱37.30 , ₱31.04 , ₱81.00 , ₱872.99 , ₱87.00 ,, ₱80.50 , ₱27.00 ," ₱1,344.00 ", ₱36.80 , ₱82.35 ,0, ₱1.78 , ₱14.20 
11/18/2024, ₱657.00 , ₱4.25 ," ₱1,060.00 ", ₱35.00 , ₱8.95 ,0, ₱29.00 , ₱36.80 , ₱39.50 , ₱139.12 , ₱140.20 , ₱56.88 ," ₱1,040.00 ", ₱40.80 , ₱101.90 , ₱3.00 , ₱1.02 , ₱10.36 , ₱18.14 , ₱17.52 , ₱3.08 ," ₱2,088.00 ", ₱637.43 , ₱383.00 , ₱260.00 , ₱22.80 , ₱72.43 , ₱2.17 , ₱478.00 , ₱9.90 ,0, ₱13.18 , ₱3.05 , ₱30.00 ," ₱1,020.00 ", ₱2.80 , ₱5.96 , ₱13.70 , ₱37.00 , ₱31.09 , ₱82.00 , ₱902.92 , ₱87.35 ,, ₱80.60 , ₱28.00 ," ₱1,332.00 ", ₱36.55 , ₱85.70 ,0, ₱1.76 , ₱14.01 
11/19/2024, ₱651.00 , ₱4.25 ," ₱1,060.00 ", ₱34.25 , ₱8.84 ,0, ₱29.25 , ₱37.50 , ₱39.60 , ₱144.17 , ₱138.10 , ₱58.06 ," ₱1,040.00 ", ₱40.60 , ₱101.90 , ₱3.03 , ₱1.01 , ₱10.36 , ₱18.20 , ₱17.18 , ₱3.05 ," ₱2,134.00 ", ₱651.38 , ₱393.80 , ₱267.40 , ₱22.35 , ₱71.79 , ₱2.20 , ₱479.00 , ₱9.90 ,0, ₱13.28 , ₱3.13 , ₱29.85 ," ₱1,020.00 ", ₱2.80 , ₱5.91 , ₱13.80 , ₱37.40 , ₱31.34 , ₱84.65 , ₱893.94 , ₱88.00 ,, ₱81.45 , ₱28.60 ," ₱1,333.00 ", ₱36.95 , ₱88.20 ,0, ₱1.76 , ₱13.58 
11/20/2024, ₱647.00 , ₱4.48 ," ₱1,067.00 ", ₱34.30 , ₱8.82 ,0, ₱30.30 , ₱37.55 , ₱40.00 , ₱152.60 , ₱138.00 , ₱59.25 ," ₱1,035.00 ", ₱41.70 ,, ₱3.01 , ₱1.02 , ₱10.18 , ₱18.20 , ₱17.18 , ₱3.04 ," ₱2,160.00 ", ₱652.37 , ₱399.00 , ₱274.00 , ₱22.30 , ₱75.39 , ₱2.20 , ₱500.00 , ₱9.90 ,0, ₱13.28 , ₱3.13 , ₱30.20 ,, ₱2.78 , ₱5.90 , ₱13.80 , ₱36.50 , ₱31.24 , ₱85.00 , ₱957.29 , ₱88.00 ,, ₱80.60 , ₱29.20 ," ₱1,350.00 ", ₱37.05 , ₱88.00 ,0, ₱1.78 , ₱13.47 
11/21/2024, ₱659.50 , ₱4.38 ," ₱1,067.00 ", ₱33.25 , ₱8.80 ,0, ₱29.95 , ₱37.75 , ₱40.05 , ₱150.91 , ₱135.50 , ₱59.45 ," ₱1,044.00 ", ₱41.50 ,, ₱3.03 , ₱1.01 , ₱9.99 , ₱18.16 , ₱17.02 , ₱3.05 ," ₱2,100.00 ", ₱661.34 , ₱408.00 , ₱269.40 , ₱22.05 , ₱74.81 , ₱2.19 , ₱494.00 , ₱9.75 ,0, ₱13.22 , ₱3.06 , ₱30.40 ," ₱1,027.00 ", ₱2.77 , ₱5.90 , ₱13.68 , ₱36.50 , ₱31.09 , ₱84.00 , ₱901.92 , ₱88.00 ,, ₱80.60 , ₱28.00 ," ₱1,349.00 ", ₱37.25 , ₱85.00 ,0, ₱1.78 , ₱13.12 
11/22/2024, ₱642.00 , ₱4.40 ," ₱1,080.00 ", ₱33.85 , ₱8.87 ,0, ₱30.00 , ₱37.85 , ₱40.00 , ₱150.61 , ₱134.30 , ₱58.90 ," ₱1,044.00 ", ₱41.25 ,, ₱3.05 , ₱1.01 , ₱10.09 , ₱18.10 , ₱16.96 , ₱3.02 ," ₱2,100.00 ", ₱661.34 , ₱397.00 , ₱265.00 , ₱21.90 , ₱74.42 , ₱2.13 , ₱486.00 , ₱9.60 ,0, ₱13.22 , ₱3.06 , ₱30.00 ,, ₱2.78 , ₱5.92 , ₱13.66 , ₱36.70 , ₱31.09 , ₱84.50 , ₱880.97 , ₱88.00 ,, ₱80.50 , ₱27.50 ," ₱1,350.00 ", ₱36.90 , ₱83.00 ,0, ₱1.78 , ₱12.56 
11/25/2024, ₱669.50 , ₱4.28 ," ₱1,089.00 ", ₱35.15 , ₱8.71 ,0, ₱29.90 , ₱37.95 , ₱39.40 , ₱150.32 , ₱131.10 , ₱60.34 ," ₱1,034.00 ", ₱41.50 ,, ₱3.05 , ₱1.02 , ₱10.48 , ₱18.00 , ₱17.02 , ₱3.02 ," ₱2,100.00 ", ₱661.34 , ₱415.00 , ₱275.60 , ₱24.30 , ₱77.05 , ₱2.11 , ₱496.80 , ₱9.40 ,0, ₱13.24 , ₱3.09 , ₱30.50 ,, ₱2.82 , ₱5.94 , ₱13.90 , ₱35.90 , ₱31.19 , ₱89.00 , ₱879.97 , ₱88.00 ,, ₱81.50 , ₱27.60 ," ₱1,300.00 ", ₱37.00 , ₱82.15 ,0, ₱1.79 , ₱13.14 
11/26/2024, ₱642.00 , ₱4.25 ," ₱1,089.00 ", ₱34.30 , ₱8.73 ,0, ₱29.70 , ₱37.35 , ₱40.05 , ₱151.51 , ₱133.00 , ₱61.57 ," ₱1,038.00 ", ₱41.70 , ₱100.20 , ₱3.05 , ₱1.00 , ₱10.30 , ₱17.94 , ₱17.28 , ₱3.00 ," ₱2,100.00 ", ₱658.85 , ₱390.00 , ₱271.60 , ₱24.30 , ₱75.54 , ₱2.09 , ₱486.40 , ₱9.53 ,0, ₱13.28 , ₱3.05 , ₱31.40 ," ₱1,027.00 ", ₱2.75 , ₱5.92 , ₱13.86 , ₱36.40 , ₱31.34 , ₱86.55 , ₱898.93 , ₱88.00 ,, ₱80.60 , ₱27.45 ," ₱1,324.00 ", ₱36.50 , ₱84.65 ,0, ₱1.78 , ₱12.89 
11/27/2024, ₱619.50 , ₱4.14 ," ₱1,089.00 ", ₱33.90 , ₱8.75 ,0, ₱29.00 , ₱37.20 , ₱39.80 , ₱151.70 , ₱130.50 , ₱61.23 ," ₱1,043.00 ", ₱41.70 , ₱100.50 , ₱3.05 , ₱1.00 , ₱10.28 , ₱17.94 , ₱17.06 , ₱3.00 ," ₱2,116.00 ", ₱656.36 , ₱385.00 , ₱271.80 , ₱22.70 , ₱74.91 , ₱2.06 , ₱494.00 , ₱9.18 ,0, ₱13.28 , ₱3.02 , ₱30.90 ,, ₱2.79 , ₱5.92 , ₱13.60 , ₱36.20 , ₱31.34 , ₱83.85 , ₱876.98 , ₱88.00 ,, ₱81.50 , ₱27.00 ," ₱1,290.00 ", ₱36.20 , ₱82.00 ,0, ₱1.78 , ₱12.56 
11/28/2024, ₱612.00 , ₱3.95 ," ₱1,089.00 ", ₱33.00 , ₱8.80 ,0, ₱28.60 , ₱37.30 , ₱39.20 , ₱150.81 , ₱129.60 , ₱60.98 ," ₱1,044.00 ", ₱41.70 , ₱100.50 , ₱3.02 , ₱1.02 , ₱10.28 , ₱18.02 , ₱16.96 , ₱3.00 ," ₱2,100.00 ", ₱637.43 , ₱385.00 , ₱261.20 , ₱22.20 , ₱73.59 , ₱2.03 , ₱481.20 , ₱9.00 ,0, ₱13.26 , ₱3.04 , ₱30.90 ," ₱1,027.00 ", ₱2.77 , ₱5.87 , ₱13.16 , ₱35.80 , ₱31.34 , ₱85.50 , ₱877.98 , ₱88.00 ,, ₱81.60 , ₱26.50 ," ₱1,299.00 ", ₱36.90 , ₱80.50 ,0, ₱1.79 , ₱12.56 
11/29/2024, ₱612.00 , ₱3.98 ," ₱1,062.00 ", ₱34.00 , ₱8.78 ,0, ₱28.60 , ₱37.30 , ₱39.85 , ₱153.09 , ₱128.60 , ₱58.31 ," ₱1,043.00 ", ₱42.00 , ₱101.50 , ₱3.05 , ₱1.03 , ₱10.42 , ₱18.00 , ₱16.98 , ₱2.99 ," ₱2,100.00 ", ₱652.37 , ₱370.00 , ₱258.00 , ₱22.05 , ₱74.18 , ₱2.04 , ₱479.00 , ₱9.26 ,0, ₱13.74 , ₱2.92 , ₱30.60 ," ₱1,027.00 ", ₱2.78 , ₱5.90 , ₱13.26 , ₱35.80 , ₱31.43 , ₱86.80 , ₱872.99 , ₱88.00 ,, ₱81.50 , ₱26.40 ," ₱1,297.00 ", ₱36.80 , ₱78.95 ,0, ₱1.79 , ₱12.56 
12/2/2024, ₱638.00 , ₱4.00 ," ₱1,072.00 ", ₱34.35 , ₱8.94 ,0, ₱29.00 , ₱37.30 , ₱39.95 , ₱153.78 , ₱128.40 , ₱58.90 ," ₱1,043.00 ", ₱42.25 , ₱102.00 , ₱3.07 , ₱1.02 , ₱10.54 , ₱18.08 , ₱17.20 , ₱2.99 ," ₱2,130.00 ", ₱656.86 , ₱390.00 , ₱265.00 , ₱22.05 , ₱74.23 , ₱2.05 , ₱480.00 , ₱9.20 ,0, ₱13.48 , ₱3.00 , ₱30.70 ,, ₱2.78 , ₱5.92 , ₱13.30 , ₱36.40 , ₱31.29 , ₱86.80 , ₱915.89 , ₱87.75 ,, ₱81.55 , ₱26.60 ," ₱1,342.00 ", ₱36.70 , ₱77.30 ,0, ₱1.83 , ₱12.95 
12/3/2024, ₱650.00 , ₱3.99 ," ₱1,087.00 ", ₱33.55 , ₱8.96 ,0, ₱29.15 , ₱37.30 , ₱39.90 , ₱153.78 , ₱127.70 , ₱59.30 ," ₱1,044.00 ", ₱43.00 , ₱102.00 , ₱3.04 , ₱1.02 , ₱10.55 , ₱17.98 , ₱17.40 , ₱3.03 ," ₱2,102.00 ", ₱656.36 , ₱394.00 , ₱262.00 , ₱22.10 , ₱74.23 , ₱2.06 , ₱479.20 , ₱9.20 ,0, ₱13.50 , ₱2.97 , ₱30.85 ,, ₱2.81 , ₱5.94 , ₱13.56 , ₱36.30 , ₱31.63 , ₱85.15 , ₱901.92 , ₱87.75 ,, ₱81.75 , ₱26.45 ," ₱1,360.00 ", ₱36.70 , ₱78.00 ,0, ₱1.85 , ₱13.04 
12/4/2024, ₱649.00 , ₱3.99 ," ₱1,089.00 ", ₱34.30 , ₱9.25 ,0, ₱29.70 , ₱37.15 , ₱40.00 , ₱154.28 , ₱128.50 , ₱60.49 ," ₱1,044.00 ", ₱42.45 , ₱102.00 , ₱3.09 , ₱1.02 , ₱10.71 , ₱18.04 , ₱17.28 , ₱3.02 ," ₱2,108.00 ", ₱655.86 , ₱396.00 , ₱262.00 , ₱22.20 , ₱73.45 , ₱2.12 , ₱483.80 , ₱8.99 ,0, ₱13.66 , ₱3.00 , ₱30.80 ,, ₱2.75 , ₱5.93 , ₱14.00 , ₱35.90 , ₱32.22 , ₱85.00 , ₱880.47 , ₱88.00 ,, ₱81.75 , ₱26.10 ," ₱1,348.00 ", ₱36.65 , ₱79.60 ,0, ₱1.84 , ₱13.47 
